STRS_mainmenu_MissionTutorial,"In this small Tutorial we will explain the basic aspects of the mission. For more information visit Zargabad Life topic on the BI forums or have a look at the briefing.\n\n
	- Money, Items and the Inventory:\n
	Money is one of the important things in Takistan Life. While cops receive their normal paychecks after some time, civs have to work for their money. 
	Legal ways to earn money are staying in one of the workplaces, buy some workers
	Illegal ways to earn money are robbing the bank, dealing with drugs or robbing other players. More information about ways to earn money can be found in the briefing. 
	Money and all the other items will be stored in your own inventory. You can open it by using the corespondending entry in your action menu. Items can be used, deleted or given to other players. Information about the items can be seen in the inventory.
	All shops where you can buy and sell items are marked on the map (Items are Vehicles, Weapons and other Objects such as repair kits...). Keep in mind that you have to buy a license for weapons and some other items before you are able to buy them. 
	When you die you lose you whole inventory. In order to save your money and items you can store them in your bank account, at your hideout or other storages. 
	If you lose your connection your account is saved on the server so you keep your money after a reconnect. Licenses are also saved. ,
	Note that all saved information is lost when the server restarts or changes the map.\n\n,
	- A word on weapons and vehicles:\n,
	You should always holster your weapons by using the animation menu which can be found in your action menu. By carrying unholstered weapons cops will see you as a threat and attack you. ,
	Using a vehicle you should always make sure that you are driving on the right side of the road and watch out for police checkpoints. Note that you vehicle can be locked using the action entry or the keychain in you inventory. \n\n,
	- Getting started:\n,
	As a cop you should always communicate with the other people. Warn before you shoot and try to stun instead of kill civilians. The first thing you should do is to get a stun gun, other weapons and a vehicle. 
	As a civ you are very low on money. You should buy a drivers license and a small vehicle in order to drive to a work place and do some jobs or stay there for a while. When having enough money you can buy workplaces, shops or other things to get some income.",
,,
STRS_mainmenu_AboutThisMission,About this mission:\n,
"	The original scripts are from saharni life handed down from Pogomon. The port was done by EddieV", Additional scripting after the original port done by Gman and S.W.A.T.,
,,
STRS_mainmenu_FAQ,Frequently Asked Questions:\n,
"	Where can I find information on Takistan? Go to http://tlx-gaming.enjin.com",,
,,
STRD_mainmenu_description_close,Close,
STRD_cam_description_header,Free cam,
STRD_cam_description_100north,100m North,
STRD_cam_description_100south,100m South,
STRD_cam_description_100west,100m West,
STRD_cam_description_100east,100m East,
STRD_cam_description_halt,Stop,
STRD_cam_description_zoomin,Zoom in,
STRD_cam_description_zoomout,Zoom out,
STRD_cam_description_resetbright,auto. Brightness,
STRD_cam_description_nvgon,NV on,
STRD_cam_description_nvgoff,NV off,
STRS_item_gasmask_info,While the gas mask is in your inventory you are safe from tear gas.,
STRS_item_gasmask,Gas mask,
STRS_object_shop,Drop items into this shop and other players will be able to buy them. Note if you abort the game,
STRS_need_pistol_license,You need a pistol license first!,
STRS_not_enough_money_riflelicense,You do not have enough money.,
STRS_recieved_rifle_license,You got a rifle license,
STRS_veh_pistol,Holster pistol,
